starbucks|Av. Paulista, 2064|-23.55841|-46.65954
starbucks|R. Amauri, 334 - Itaim Bibii|-3.09245|-60.06542
starbucks|Av. Roque Petroni Júnior, 1089|-23.62161|-46.69810
starbucks|R. Turiassu, 2100 - Agua Branca|-23.52760|-46.68063
starbucks|Av. Ibirapuera, 3103|-23.60980|-46.66806
starbucks|R. Des. Eliseu Guilherme, 200|23.57327|-46.64384
starbucks|R. Amauri, 286|-3.09255|-60.06502
starbucks|Av. Rebouças, 3970, Pinheiros|-23.57428|-46.69654
starbucks|Av. Brg. Faria Lima, 2113|-23.57547|-46.68768
